,Lot Area,Year Built,Year Remod/Add,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Mo Sold,Yr Sold,Outdoor Liv Area,SalePrice
668,9205,1990,1991,2683,1.0,0.0,2,1,4,1,9,6,2008,684,290000
669,7697,2007,2007,1258,0.0,0.0,2,0,3,1,6,8,2007,0,173500
670,7800,1948,2002,2008,1.0,0.0,3,0,3,1,8,8,2006,103,225000
671,14357,1961,1961,1187,1.0,0.0,1,0,2,1,6,8,2007,128,140500
672,8775,1994,1994,990,0.0,0.0,1,0,3,1,5,4,2007,64,126000
673,2645,1999,1999,1586,1.0,0.0,2,1,3,1,7,12,2008,169,170000
674,13568,1995,1995,990,0.0,1.0,1,0,3,1,5,7,2006,224,156000
675,16321,1957,1997,1600,1.0,0.0,1,0,2,1,6,12,2006,546,207500
676,8640,2007,2007,1792,0.0,0.0,2,1,3,1,8,11,2007,280,255000
677,1596,1973,1973,988,1.0,0.0,1,0,1,1,4,7,2008,101,94900
678,7315,1958,1958,1170,0.0,1.0,1,0,3,1,6,3,2007,225,140000
679,7614,1905,1950,1376,0.0,0.0,1,0,2,1,7,3,2006,225,96900
680,11000,1966,1966,1154,0.0,0.0,1,1,3,1,6,11,2009,58,154000
681,10337,1910,1999,1772,0.0,0.0,2,1,3,1,7,5,2007,0,184900
682,14803,2007,2008,2084,1.0,0.0,2,0,2,1,7,6,2008,233,385000
683,8765,1936,1950,951,0.0,0.0,1,0,2,1,6,4,2006,28,106500
684,12720,2000,2000,2687,1.0,0.0,2,1,4,1,10,9,2009,282,327000
685,11128,2005,2006,2490,1.0,0.0,2,0,2,1,9,10,2009,296,468000
686,5160,1927,1950,1666,0.0,0.0,1,0,3,1,4,8,2009,0,135000
687,13072,2005,2005,1141,0.0,0.0,1,1,3,1,6,3,2006,0,142500
688,8814,1968,1968,1464,0.0,0.0,1,1,4,1,7,6,2008,40,141000
689,7000,1910,1991,1347,1.0,0.0,1,0,3,1,5,1,2008,85,107500
690,4484,1942,1979,1282,1.0,0.0,1,0,2,1,4,7,2007,88,108500
691,9019,1994,1994,1320,0.0,0.0,2,1,3,1,6,7,2006,40,150000
692,8520,1916,1950,936,0.0,0.0,1,0,2,1,6,4,2006,0,78000
693,11932,2007,2008,1580,0.0,0.0,2,0,3,1,7,6,2008,24,235128
695,14330,1975,2001,1558,1.0,0.0,2,0,2,1,5,8,2008,367,163000
696,8777,1945,2007,640,0.0,0.0,1,0,2,1,5,4,2010,0,84900
697,2308,1974,1974,1322,0.0,1.0,2,1,3,1,6,6,2009,260,147000
698,2500,1915,2005,1826,1.0,0.0,1,1,4,1,7,6,2009,0,155000
699,8049,1990,1990,1339,1.0,0.0,2,0,2,1,6,7,2006,148,180000
700,5600,1930,1950,1092,0.0,0.0,2,0,3,2,7,7,2010,0,55000
701,9590,2003,2003,1146,1.0,0.0,2,0,3,1,6,5,2007,182,187500
702,7200,1976,1976,1125,1.0,0.0,1,0,3,1,6,10,2009,296,125000
703,11500,1936,1987,2057,0.0,0.0,1,1,3,1,6,6,2006,322,250000
704,6756,1910,1950,899,0.0,0.0,1,0,2,1,5,9,2008,0,78000
705,11426,1910,1996,1594,0.0,0.0,2,0,3,2,9,6,2008,172,118000
706,12030,2007,2007,1694,0.0,0.0,2,0,3,1,7,12,2007,396,318000
707,9554,1993,1994,1911,0.0,0.0,2,1,3,1,8,9,2006,263,215000
708,8534,1925,1950,672,0.0,0.0,1,0,2,1,4,6,2006,0,72000
709,11361,1976,1976,1523,0.0,1.0,2,0,3,1,7,5,2008,189,180000
710,12416,1986,1986,1651,1.0,0.0,2,0,3,1,7,11,2008,192,184000
711,9600,1959,1959,1041,1.0,0.0,1,0,3,1,6,7,2009,312,124500
712,8267,1958,1958,1604,0.0,0.0,2,0,4,2,8,3,2010,42,135000
713,6000,1940,1989,1672,0.0,0.0,1,1,3,1,6,7,2008,11,164900
714,9600,1969,1969,1164,0.0,0.0,1,1,3,1,6,7,2006,0,140000
715,7350,1958,1958,1041,0.0,0.0,1,0,3,1,6,3,2009,0,128000
716,7703,1978,1978,1034,0.0,1.0,1,0,3,1,6,5,2008,311,153000
717,4347,1910,1950,1609,0.0,0.0,1,0,3,1,7,6,2008,182,127500
718,9600,1950,2006,1337,1.0,0.0,1,0,3,1,7,9,2008,192,141500
719,12256,1994,1995,2622,1.0,0.0,2,1,3,1,9,4,2010,218,325000
720,9547,1993,1993,1594,0.0,0.0,2,0,2,1,6,7,2007,270,188500
721,7200,2006,2006,1262,0.0,0.0,2,0,2,1,5,5,2006,120,185000
722,13072,2005,2006,1175,1.0,0.0,1,0,3,1,6,6,2008,90,146000
723,3600,1917,2007,1288,1.0,0.0,1,0,3,1,5,5,2009,103,119000
724,1680,1971,1971,1302,0.0,0.0,2,1,3,1,6,5,2009,0,112000
725,3316,2005,2005,1247,1.0,0.0,1,1,1,1,4,4,2006,84,197000
726,16387,2006,2006,2589,1.0,0.0,2,1,4,1,11,8,2006,0,412083
727,13265,2002,2002,1689,1.0,0.0,2,0,3,1,7,7,2008,209,271000
728,3242,2003,2003,1405,1.0,0.0,2,0,2,1,6,3,2007,172,200000
729,8991,1976,1976,1324,0.0,1.0,2,0,3,1,5,2,2007,443,174000
730,8000,1960,1960,1377,1.0,0.0,1,0,3,1,6,11,2007,0,156500
731,9303,1996,1997,1756,1.0,0.0,2,1,3,1,7,7,2007,266,204000
732,8544,1966,2006,1228,0.0,0.0,1,1,3,1,6,6,2008,65,149350
733,11425,1954,1954,1008,0.0,0.0,1,0,2,1,4,7,2006,0,137000
734,11404,1998,1999,2031,0.0,0.0,2,1,3,1,8,7,2008,276,222500
735,8229,2007,2007,1504,0.0,0.0,2,1,3,1,6,12,2007,132,166000
736,4485,1920,1950,936,1.0,0.0,1,0,2,1,5,5,2010,51,109500
737,15635,1954,1954,1383,0.0,0.0,1,0,2,1,6,10,2009,110,122000
738,3153,1920,1990,967,0.0,0.0,1,0,2,1,5,7,2007,0,99900
739,11096,2006,2006,1656,0.0,0.0,2,0,3,1,7,7,2007,146,249700
740,14000,1950,2004,1152,0.0,1.0,1,0,3,1,6,8,2009,36,158500
741,7733,2005,2005,1142,0.0,0.0,1,1,3,1,5,1,2006,54,139500
742,8098,2000,2000,1403,1.0,0.0,2,0,2,1,5,10,2006,173,202000
743,8393,1959,2005,1712,0.0,0.0,2,0,4,2,8,6,2006,326,145000
744,12900,1969,1969,1258,2.0,0.0,0,2,0,2,6,1,2008,120,108959
746,8078,1958,1958,1560,0.0,0.0,2,0,4,2,8,12,2007,0,128600
747,12384,1976,1976,1935,0.0,0.0,2,1,3,1,7,11,2007,113,197900
748,9927,1976,1976,1083,1.0,0.0,1,0,2,1,5,7,2006,444,172000
749,16300,1977,1977,907,1.0,0.0,1,0,3,1,5,1,2007,0,130000
750,7915,1999,2000,1675,1.0,0.0,2,0,3,1,6,12,2008,217,195000
751,21750,1954,1954,988,0.0,0.0,1,0,2,1,4,2,2008,0,113000
752,9116,2001,2001,1491,0.0,0.0,2,0,3,1,7,5,2006,220,209000
753,14419,1987,1989,1479,2.0,0.0,2,1,3,1,7,7,2009,462,213500
754,13070,1951,1951,1112,0.0,0.0,1,0,2,1,5,10,2009,255,126000
755,9855,1956,1956,1689,0.0,0.0,1,0,3,1,7,11,2009,0,127500
756,8118,2007,2007,1710,1.0,0.0,2,0,2,1,6,7,2008,204,334000
757,10920,1960,1960,1253,1.0,0.0,1,1,2,1,5,5,2008,213,157000
758,6600,1962,1962,864,0.0,0.0,1,0,2,1,5,12,2007,58,125500
759,8199,2005,2005,1456,1.0,0.0,2,1,3,1,7,10,2008,54,189000
760,9947,1990,1991,1217,1.0,0.0,2,0,3,1,6,6,2009,195,173000
761,14330,1974,1974,2646,1.0,2.0,2,0,3,1,9,1,2006,741,260000
762,10769,2007,2007,1768,0.0,0.0,2,1,3,1,7,4,2009,249,212000
763,8846,1996,1996,914,0.0,0.0,1,0,2,1,5,7,2006,0,148000
764,10600,1964,1964,1775,0.0,0.0,2,0,3,1,8,5,2010,172,136300
765,18890,1977,1977,2620,0.0,0.0,2,2,4,2,12,8,2007,179,190000
766,9142,1900,2006,1627,0.0,0.0,2,0,4,2,10,2,2008,192,139500
767,7750,2003,2003,1320,0.0,0.0,2,1,3,1,6,8,2007,48,162000
768,6060,1939,1950,1123,0.0,0.0,1,0,3,1,4,6,2007,0,100000
769,10172,1968,2003,874,1.0,0.0,1,0,3,1,5,10,2006,120,126500
770,10380,1986,1987,2730,1.0,0.0,2,1,4,1,8,8,2007,297,301000
771,9337,1997,1997,1786,1.0,0.0,2,1,3,1,7,5,2007,162,204750
772,7200,1949,1950,1040,0.0,0.0,2,0,2,2,6,6,2009,0,90000
773,9600,1920,1960,2350,0.0,0.0,2,0,4,2,10,4,2008,0,130000
774,8640,1968,1968,1770,1.0,0.0,1,1,4,1,7,6,2006,330,155000
775,7931,1960,1960,1269,0.0,0.0,1,1,3,1,6,6,2008,0,155000
776,11625,1965,1965,1039,1.0,0.0,1,1,3,1,6,4,2010,0,131500
777,9600,1955,1972,1520,1.0,0.0,1,0,3,1,7,3,2010,0,153000
778,11478,2007,2008,1704,1.0,0.0,2,0,3,1,7,5,2010,50,306000
779,7740,2006,2006,1686,1.0,0.0,2,0,1,1,6,6,2006,366,332200
780,9520,2007,2008,1646,1.0,0.0,2,0,3,1,7,4,2008,236,293077
781,17199,1961,1961,914,0.0,0.0,1,0,2,1,4,7,2007,140,128000
782,5400,1926,2004,1616,0.0,0.0,2,0,3,1,5,10,2007,0,152000
783,10800,1949,1950,1192,0.0,0.0,1,1,4,1,6,12,2006,0,135000
784,9900,1880,1950,2210,0.0,0.0,2,0,5,1,8,5,2007,48,117500
785,6000,1927,1950,1296,0.0,0.0,1,0,3,1,6,7,2007,0,127500
786,17778,1981,1981,2497,1.0,0.0,2,0,2,1,7,3,2007,266,373000
787,1477,1970,2007,1092,0.0,0.0,2,1,3,1,6,3,2008,187,98000
788,19645,1994,2007,1652,1.0,0.0,2,1,3,1,6,6,2010,0,203135
789,8750,1996,1996,1716,0.0,0.0,2,1,2,1,7,7,2009,120,191000
790,7785,1956,1956,1014,0.0,0.0,1,0,2,1,6,3,2008,200,98000
791,10800,1987,1988,1200,3.0,0.0,3,0,3,1,5,3,2009,120,179000
792,9139,2006,2006,1432,0.0,0.0,2,0,3,1,7,9,2009,347,245000
793,10140,1998,1999,1680,1.0,0.0,2,0,3,1,7,6,2009,151,213250
794,10122,1948,1950,869,0.0,0.0,1,0,1,1,3,8,2008,0,89900
795,10141,1998,1998,1718,0.0,0.0,2,1,3,1,7,12,2009,385,185000
796,2205,1973,1973,1092,0.0,0.0,1,1,3,1,6,2,2007,144,113500
797,10914,1929,1950,715,0.0,0.0,1,0,2,1,4,8,2006,112,68000
798,9196,2003,2003,1560,0.0,0.0,2,0,3,1,7,4,2010,250,201000
799,9803,2005,2005,1768,0.0,0.0,2,1,3,1,7,2,2008,108,226700
800,17169,2007,2007,2290,2.0,0.0,2,1,2,1,7,8,2007,222,500067
801,9171,2004,2005,1598,0.0,0.0,2,1,3,1,7,7,2006,148,201490
802,9750,1994,1994,990,1.0,0.0,1,0,3,1,5,8,2008,168,155000
803,8604,1978,1978,941,1.0,0.0,1,0,2,1,4,11,2009,40,145000
804,6155,1920,1999,1362,0.0,0.0,2,0,3,1,6,6,2008,0,128000
805,9487,2000,2000,1690,1.0,0.0,2,1,3,1,7,6,2007,50,187000
806,3675,2005,2006,1072,1.0,0.0,1,0,2,1,5,4,2009,28,145500
807,10200,1925,1950,572,0.0,0.0,1,0,2,1,4,5,2009,0,75000
808,11750,2005,2006,1546,0.0,0.0,2,0,3,1,7,6,2007,186,217000
809,11896,2008,2008,1346,1.0,0.0,2,0,3,1,6,5,2010,148,220000
810,10400,1972,1972,1790,1.0,0.0,1,2,4,1,8,11,2006,295,165150
811,10970,1978,1978,1026,1.0,0.0,1,0,3,1,5,10,2008,0,147000
812,11883,1996,1996,1504,1.0,0.0,2,0,3,1,6,6,2009,181,203000
813,10552,1959,1959,1700,0.0,1.0,1,1,4,1,6,4,2010,38,165500
814,8248,1914,1950,864,1.0,0.0,1,0,2,1,5,9,2008,0,67000
815,9760,1964,1993,1851,0.0,0.0,2,1,3,1,7,7,2007,281,187000
816,2998,2000,2000,1512,1.0,0.0,2,1,2,1,4,8,2009,32,180000
817,6821,1921,2005,1298,0.0,0.0,2,0,2,1,8,8,2007,216,146500
818,11354,2000,2000,1673,1.0,0.0,2,0,3,1,7,1,2007,535,270000
819,9069,1992,1992,996,1.0,0.0,1,0,2,1,5,4,2010,120,147000
820,8064,1948,2004,1224,1.0,0.0,1,0,3,1,5,5,2010,414,132000
821,5400,1920,1950,1374,0.0,0.0,1,0,2,1,6,10,2009,0,105000
822,5687,1912,2000,1716,1.0,0.0,2,0,6,1,9,3,2008,184,135900
824,7500,2006,2006,1143,0.0,0.0,1,1,3,1,5,10,2007,55,147000
825,13173,2006,2007,1652,1.0,0.0,2,0,2,1,6,11,2009,506,325000
826,9488,1947,1993,1054,0.0,0.0,1,0,3,1,6,9,2008,60,124000
827,13526,1965,1965,935,1.0,0.0,1,0,3,1,5,11,2006,180,137000
828,10410,1915,1950,2377,0.0,0.0,2,0,3,1,8,6,2009,0,142900
829,12000,1948,2005,1122,1.0,0.0,1,0,2,1,6,5,2008,36,147000
830,7830,1970,1970,1180,0.0,0.0,1,1,2,1,6,3,2009,45,128000
831,8850,1916,1950,1690,0.0,0.0,1,0,3,1,7,7,2006,0,144000
832,7132,2006,2006,1370,0.0,0.0,2,0,2,1,6,4,2010,169,205000
833,9937,1964,1999,1486,1.0,0.0,1,0,3,1,7,3,2009,0,167000
834,5720,1941,1950,1131,0.0,0.0,1,1,3,1,5,8,2009,26,66500
835,12585,1993,1993,2799,1.0,0.0,2,1,3,1,8,10,2006,568,315000
836,11103,2006,2006,1456,0.0,0.0,2,1,3,1,8,7,2007,0,155835
837,8013,1995,1996,1734,1.0,0.0,2,0,2,1,6,9,2009,102,239500
838,10872,2006,2006,1531,1.0,0.0,2,0,2,1,6,2,2009,236,300000
839,11305,2002,2002,1922,1.0,0.0,2,0,2,1,6,4,2007,265,282000
840,9100,1960,1960,1144,0.0,0.0,1,0,3,1,6,6,2007,0,120000
842,10110,2008,2008,1866,1.0,0.0,2,0,2,1,7,11,2008,48,336860
843,9786,1922,1950,1077,0.0,0.0,1,0,3,1,6,5,2006,100,91000
844,5330,2006,2007,1550,0.0,0.0,2,1,2,1,5,7,2007,102,207500
845,3811,2004,2005,1646,1.0,1.0,2,0,2,1,5,7,2008,336,250000
846,3010,2005,2006,1248,0.0,0.0,2,0,2,1,5,3,2006,108,167240
847,3435,2004,2005,1245,0.0,0.0,2,0,1,1,5,6,2008,100,178000
848,10800,1963,1963,1052,1.0,0.0,1,0,3,1,6,2,2007,133,127000
849,10456,1967,1967,1829,1.0,0.0,2,0,4,1,8,5,2010,76,218500
850,8475,1956,1956,952,0.0,0.0,1,0,2,1,4,4,2008,0,135750
851,8197,2003,2009,1480,1.0,0.0,2,0,3,1,7,2,2010,325,214000
852,10994,2005,2006,1844,1.0,0.0,2,0,2,1,7,9,2009,209,257000
853,6000,1937,2000,1497,0.0,0.0,2,0,3,1,5,5,2008,272,157000
854,7288,1942,1950,976,1.0,0.0,1,0,2,1,5,8,2006,160,102000
855,13360,1921,2006,964,1.0,0.0,1,0,2,1,5,8,2009,0,163500
856,10335,1999,1999,1501,1.0,0.0,2,0,3,1,6,6,2009,173,204000
857,11767,1956,1956,1560,0.0,0.0,1,0,2,1,7,5,2009,0,103500
858,10896,1914,1995,3395,0.0,0.0,2,0,8,2,14,3,2007,110,200000
859,5400,1958,1958,864,0.0,1.0,1,0,3,1,6,5,2007,0,118000
860,9100,2000,2000,1525,1.0,0.0,2,0,3,1,6,9,2006,255,235000
861,7728,1962,1962,1190,1.0,0.0,1,0,3,1,6,5,2006,18,132500
862,8778,2006,2006,1830,0.0,0.0,2,1,3,1,7,3,2007,40,221300
863,8487,2004,2004,1500,0.0,0.0,2,0,3,1,6,8,2009,228,190000
864,9930,2002,2002,1762,0.0,0.0,2,1,3,1,6,7,2006,374,222000
865,17500,1959,2002,1902,1.0,0.0,2,0,3,1,7,5,2010,207,335000
866,10206,2008,2008,1658,0.0,0.0,2,1,3,1,7,9,2009,188,257500
867,14587,2008,2008,1506,0.0,0.0,2,0,2,1,6,8,2008,174,264132
868,7800,1967,2004,899,0.0,0.0,1,0,3,1,5,6,2009,64,130000
869,4960,1930,1982,1654,0.0,0.0,2,0,3,1,7,5,2009,304,137000
870,7392,1930,1995,912,0.0,0.0,1,0,2,1,5,5,2008,90,99500
871,7424,1978,1978,1373,1.0,0.0,1,0,3,1,5,5,2010,0,160250
872,2522,2004,2004,1709,0.0,0.0,2,0,3,1,7,5,2006,40,130000
873,3672,1922,1950,816,0.0,0.0,1,0,2,1,5,9,2007,0,75200
874,7706,1993,1996,1091,0.0,1.0,1,0,2,1,5,8,2009,280,131250
875,12929,1960,1993,1081,1.0,0.0,1,0,3,1,5,6,2008,118,148000
876,9316,1965,1965,1020,0.0,0.0,2,0,3,1,5,5,2009,171,124100
877,12122,1961,2007,999,1.0,0.0,1,0,3,1,6,7,2008,220,178400
878,7711,1977,1977,1440,2.0,0.0,2,0,4,2,8,8,2007,321,150000
879,12352,1998,1999,1753,1.0,0.0,2,1,3,1,7,3,2007,74,217000
880,12447,2005,2006,1964,0.0,0.0,2,1,3,1,8,1,2006,270,252000
881,7500,2006,2006,1141,1.0,0.0,1,1,3,1,6,6,2009,182,152000
882,6120,1929,2001,854,0.0,0.0,1,0,2,1,5,7,2007,160,132000
883,9576,1945,1950,1182,0.0,0.0,1,1,3,1,5,5,2006,0,120000
884,9942,2005,2006,2091,1.0,0.0,2,1,3,1,8,5,2006,278,338500
885,7898,1920,1994,985,0.0,1.0,1,0,2,1,4,4,2010,0,105000
886,21872,1996,1997,1446,0.0,1.0,2,1,3,1,6,8,2008,286,175000
887,10005,1977,1977,2022,0.0,0.0,2,1,4,1,8,3,2008,405,192000
888,12393,2004,2005,1948,0.0,0.0,2,1,4,1,8,9,2006,148,195000
889,9000,2008,2008,1590,0.0,0.0,2,1,3,1,6,6,2009,30,210000
890,7875,2003,2003,1948,0.0,0.0,2,1,4,1,8,7,2007,48,211000
891,6000,1936,1950,1324,0.0,0.0,1,0,3,1,6,7,2009,0,128000
892,10175,1964,1964,1425,0.0,0.0,2,0,3,1,7,7,2008,0,180500
893,13600,1900,1950,2337,0.0,0.0,2,0,5,2,10,9,2007,57,90000
894,12172,1940,1996,908,0.0,0.0,1,0,2,1,4,10,2007,500,138500
895,10237,2006,2006,1492,0.0,0.0,2,1,3,1,8,9,2006,32,169985
896,7000,1961,1961,1150,0.0,0.0,1,0,3,1,6,7,2006,162,146000
897,11228,1993,1993,2097,0.0,1.0,2,1,3,1,9,12,2008,383,228000
898,8000,1959,1959,1256,1.0,0.0,1,1,3,1,6,5,2008,240,159000
899,10728,2006,2006,1939,0.0,0.0,2,1,3,1,8,8,2006,243,266000
900,6000,1924,1950,1566,0.0,0.0,1,1,5,1,7,8,2006,24,139000
901,6931,1955,1955,784,1.0,0.0,1,0,2,1,4,5,2008,112,91900
902,8760,2006,2006,1500,0.0,0.0,2,0,3,1,7,6,2007,182,212999
903,16033,2004,2005,1850,1.0,0.0,2,0,3,1,8,3,2006,631,326000
904,9024,2004,2004,1515,0.0,0.0,2,1,3,1,8,7,2008,75,179000
905,11563,2006,2007,1537,1.0,0.0,2,0,3,1,8,4,2008,26,294000
906,1680,1972,1972,987,1.0,0.0,1,1,2,1,5,7,2009,0,97000
907,8760,2006,2006,1962,0.0,0.0,2,1,3,1,7,8,2006,90,239799
908,9600,1961,1990,1433,1.0,0.0,1,0,3,1,7,6,2006,144,161000
909,4435,2003,2003,848,1.0,0.0,1,0,1,1,3,3,2008,140,136500
910,1680,1972,2007,987,0.0,0.0,1,1,2,1,5,5,2009,250,118000
911,7599,1982,2006,845,1.0,0.0,1,0,2,1,4,6,2007,0,129500
912,7264,1925,2007,1548,0.0,0.0,2,1,3,1,5,10,2009,218,205000
914,11825,2006,2007,1694,0.0,0.0,2,0,3,1,7,6,2007,112,322400
915,10200,2007,2007,1602,1.0,0.0,2,0,3,1,7,1,2009,243,293200
916,8849,2005,2005,1684,0.0,0.0,2,0,2,1,6,7,2008,567,266000
917,11184,1978,1978,1683,0.0,0.0,2,1,3,1,7,7,2009,243,172500
918,8820,1890,1996,1869,0.0,0.0,1,0,2,1,7,9,2009,48,124900
919,6615,1923,1950,1432,0.0,0.0,1,0,3,1,6,9,2009,327,149000
920,8773,2004,2004,1414,0.0,0.0,2,0,3,1,6,5,2010,237,185500
921,11088,2002,2002,1358,1.0,0.0,1,1,1,1,5,6,2006,234,220000
922,9158,2007,2007,1496,0.0,0.0,2,0,3,1,7,6,2007,298,225000
923,8280,1950,1950,932,0.0,0.0,1,0,2,1,4,11,2007,0,124000
924,8544,1950,1950,1040,0.0,0.0,2,0,2,2,6,6,2009,0,92900
925,8635,1925,1950,1072,1.0,0.0,1,0,2,1,5,8,2009,0,126500
926,12735,1972,1972,864,0.0,0.0,1,0,3,1,5,4,2008,216,111250
927,11000,2000,2000,2285,0.0,0.0,2,1,4,1,8,6,2007,56,248000
928,7590,1963,1963,1117,0.0,0.0,1,0,3,1,6,5,2008,0,136870
929,4435,2003,2003,848,1.0,0.0,1,0,1,1,4,4,2006,140,133000
930,10152,1956,1956,1048,1.0,0.0,1,0,3,1,6,6,2007,212,135000
931,10295,1969,1969,936,0.0,0.0,1,0,2,1,4,9,2008,16,111900
932,7763,1962,1980,1283,1.0,0.0,1,0,3,1,6,10,2008,0,140000
933,17120,1959,1959,1588,0.0,0.0,2,0,4,1,7,7,2008,59,134432
934,13870,2006,2007,2042,1.0,0.0,2,0,3,1,8,10,2007,466,455000
935,10120,1994,1994,2526,1.0,0.0,2,1,4,1,8,12,2006,387,290000
936,10820,1999,1999,1873,0.0,0.0,2,1,3,1,7,3,2007,325,235500
937,9600,1900,2004,1416,0.0,1.0,1,0,3,1,7,6,2006,24,156500
938,8121,2000,2000,1664,0.0,0.0,2,1,3,1,7,1,2006,140,172400
939,11639,2007,2008,1428,0.0,0.0,2,0,3,1,6,12,2008,120,182000
940,13758,2005,2006,1792,1.0,0.0,2,0,2,1,6,3,2006,253,372397
941,9771,1995,2002,2814,0.0,1.0,2,1,4,1,9,6,2008,296,260000
942,9000,1919,1950,819,0.0,0.0,1,0,2,1,4,9,2006,0,72000
943,10320,1915,1950,1344,0.0,0.0,2,0,3,2,8,5,2008,42,82375
944,10448,1972,1972,2119,0.0,0.0,2,1,3,1,7,8,2009,104,158000
945,8635,1948,2001,1285,1.0,0.0,1,0,2,1,6,1,2008,0,127000
946,11980,1987,1987,1433,1.0,0.0,1,1,1,1,4,6,2010,544,270000
947,12327,1983,2009,2132,1.0,0.0,1,1,1,1,5,9,2009,389,316600
948,11512,1959,2006,1357,1.0,0.0,1,0,2,1,5,5,2008,163,177000
949,14684,1990,1991,2196,0.0,0.0,2,0,3,1,7,6,2009,154,271900
950,2665,1976,1976,1304,0.0,0.0,1,1,3,1,4,6,2008,165,115000
951,5250,1872,1987,2358,0.0,0.0,2,0,4,1,8,12,2008,54,122000
952,18044,1986,1986,2726,0.0,0.0,2,1,2,1,6,8,2007,280,315000
953,9245,2006,2006,1797,0.0,0.0,2,1,3,1,8,4,2007,197,213500
954,7200,1950,1950,1040,0.0,0.0,1,0,2,1,5,6,2006,0,109500
955,6000,1948,1950,789,0.0,0.0,1,0,2,1,5,4,2008,0,115000
956,3628,2004,2004,1143,0.0,0.0,1,1,1,1,5,5,2006,191,176400
957,9156,1968,1968,1489,0.0,0.0,2,0,3,1,7,8,2009,0,185750
958,9066,1999,2000,1852,0.0,0.0,2,1,3,1,7,12,2008,330,230000
959,6410,1958,1958,960,0.0,0.0,1,0,3,1,5,5,2010,0,90000
961,7244,1970,1970,768,1.0,0.0,1,0,2,1,5,4,2007,104,129500
962,10152,1956,1994,1124,1.0,0.0,1,0,3,1,6,5,2006,353,153000
963,3000,2009,2009,1224,0.0,0.0,2,1,2,1,4,6,2009,234,173733
964,7500,2006,2007,1100,0.0,0.0,1,1,3,1,6,6,2007,136,146000
965,17360,1949,1950,1556,0.0,0.0,2,0,3,1,6,1,2010,0,172500
966,15957,1977,1977,1356,2.0,0.0,2,0,3,1,6,9,2007,1424,188000
967,9600,1976,1976,1262,0.0,1.0,2,0,3,1,6,5,2007,298,181500
968,10667,1996,1996,1661,1.0,0.0,2,1,3,1,6,4,2009,219,212000
969,10530,1978,1978,1857,0.0,0.0,2,1,4,1,8,7,2006,505,188900
970,5000,1946,1950,666,0.0,1.0,1,0,2,1,4,4,2007,52,64500
971,17082,1978,1992,1981,1.0,0.0,2,1,4,1,8,5,2010,440,230000
972,16287,1925,1950,1351,1.0,0.0,1,0,3,1,7,7,2007,100,122000
973,11050,1956,1956,1005,0.0,0.0,1,0,2,1,6,7,2006,288,133500
974,10440,1920,1950,2792,0.0,0.0,2,0,5,1,8,6,2008,1027,256000
975,2665,1976,1976,1475,0.0,0.0,2,0,4,1,6,5,2008,118,129500
976,10389,2003,2003,1978,1.0,0.0,2,1,3,1,8,5,2010,213,318000
977,9658,2006,2006,1606,0.0,0.0,2,0,3,1,6,7,2009,290,255900
978,7500,2004,2004,1158,0.0,0.0,1,1,3,1,5,8,2009,50,143500
979,14122,2005,2006,1822,0.0,0.0,2,0,3,1,8,2,2010,119,259000
980,21000,1953,1953,2259,1.0,0.0,2,0,3,1,7,10,2007,286,217000
981,8737,1923,1950,1635,0.0,0.0,1,1,3,1,6,5,2007,38,210000
982,8750,1970,1970,1002,1.0,0.0,1,0,3,1,5,8,2009,0,148500
983,8499,2006,2007,1412,0.0,0.0,2,1,3,1,6,3,2007,36,156932
984,11072,1965,1965,1728,0.0,0.0,2,0,6,2,10,11,2008,0,145000
985,6762,2007,2007,1290,1.0,0.0,2,0,2,1,6,5,2009,168,200000
986,15431,2005,2006,2046,1.0,0.0,2,1,2,1,7,8,2007,428,450000
987,3230,1999,1999,1471,0.0,0.0,2,1,3,1,6,3,2009,24,172500
988,10800,1974,1997,2614,0.0,0.0,2,1,4,1,9,6,2008,281,240000
989,11143,2004,2005,2466,0.0,0.0,3,0,4,1,8,12,2007,373,340000
990,8925,2007,2007,1466,0.0,0.0,2,0,3,1,7,7,2009,118,201000
991,10356,1975,1975,969,0.0,0.0,1,1,3,1,5,1,2007,0,122000
992,12299,1978,1985,1664,1.0,0.0,2,0,3,1,7,9,2007,0,213000
993,9900,1967,1967,1691,1.0,0.0,1,0,2,1,5,4,2009,67,175000
994,6762,2007,2007,1208,1.0,0.0,2,0,2,1,6,9,2007,159,195400
995,11625,1967,1967,1052,0.0,0.0,1,1,3,1,6,4,2009,215,113500
996,6435,1939,1950,1577,0.0,0.0,1,0,3,1,6,10,2006,0,140200
997,8450,1968,1968,909,0.0,0.0,1,0,3,1,5,11,2006,155,116000
998,11577,2005,2006,1838,1.0,0.0,2,0,3,1,9,9,2006,386,359900
999,8340,1977,1977,1388,0.0,0.0,1,1,3,1,6,12,2006,442,157500
1000,10708,1955,1993,1867,1.0,0.0,1,0,2,1,7,11,2009,618,190000
1001,6911,1924,1950,1301,0.0,0.0,1,0,2,1,5,10,2009,0,100000
1002,8800,1964,1964,1251,1.0,0.0,1,0,3,1,6,3,2006,116,160000
1003,10739,2002,2001,1444,1.0,0.0,2,0,3,1,6,4,2009,184,203000
1004,9572,1990,1990,2810,0.0,0.0,2,1,4,1,9,6,2007,500,302000
